License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Primary Contact Name
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000778,,A AND A FOODS INC.,AAA CANNABIS,1BCAF060-23E9-465D-95BE-1347164AB1C6,749 Route 109,,West Babylon,NY,11704,Suffolk,Long Island,40.71564,73.38522,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Amandeep Kaur
OCM-RETL-24-000068,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/18/2024 12:00:00 AM,04/18/2024 12:00:00 AM,04/18/2026 12:00:00 AM,OCMRETL-2023-001848,Minority-Owned Business,AAR CANN LLC,,33062402-8DC4-4E06-9EDD-7EBFCDCDE188,110-04 Jamaica Ave,,Queens,NY,11418,Queens,Queens,40.696216,-73.837693,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Ankit Bhasin
OCM-CAURD-23-000017,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,07/14/2023 12:00:00 AM,07/14/2023 12:00:00 AM,07/14/2025 12:00:00 AM,OCMCAURDP-2023-000035,,Aaron Van Camp,Dank716 LLC (new EIN 92-3339286),16774,501 Main St,,Buffalo,NY,14203,Erie,Western NY,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,07/19/2023 12:00:00 AM,Aaron Van Camp
OCM-RETL-24-000001,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMRETL-2023-001580,Minority-Owned Business,AB CANN LLC,,0618D6DD-76F2-4890-BD96-6BA3918D0B51,111 Cabot St,,West Babylon,NY,11704,Suffolk,Long Island,40.732909,-73.392231,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Sumira Bhasin
OCM-CULT-24-000120,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMCULT-2023-000359,,A.Bulfamante Nursery Resources LLC,,5DC8F666-8463-4303-96EA-A2970B90BBA4,,,,,,Ulster,Mid-Hudson,,,bulfamantelandscaping.com,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Anthony Bulfamante
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000111,,Actualize Dispensary Inc,,LID077,104 7th Ave,,New York,NY,10011,New York,,40.74007882,-73.99865547,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000454,,Addie A Jenne,High Falls Garden,FA6FF167-3532-407A-B81A-33D5D1869D46,,,,,,Jefferson,North Country,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing",,,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,,Addie Jenne
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000454,,Addie A Jenne,High Falls Garden,0BE1B63F-11B4-40BE-BAE3-BA9470890C3D,121b Commercial St,,Theresa,NY,13691,Jefferson,North Country,44.215492,-75.796849,,Non-Operational,"Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,,Addie Jenne
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000454,,Addie A Jenne,High Falls Garden,0C72AA6C-D0EC-4FE9-95C7-EC7CF1FE3588,,,,,,Jefferson,North Country,,,,Non-Operational,Adult-Use Cultivation,,,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,Addie Jenne
OCM-PROC-24-000152,Adult-Use Processor License,OCMPROC,Active,LICACT,10/17/2024 12:00:00 AM,10/17/2024 12:00:00 AM,10/17/2026 12:00:00 AM,OCMPROC-2023-000246,Women-Owned Business,"A.D. Green & Co., LLC",,07730CD8-C734-47CF-9676-DC816DC10096,1848 State Route 9j,,Stuyvesant,NY,12173,Columbia,Capital District,43.43942,-76.54255,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Anne Greenberger
OCM-CAURD-24-000053,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,01/24/2024 12:00:00 AM,01/24/2024 12:00:00 AM,01/24/2026 12:00:00 AM,OCMCAURDP-2023-000173,,Adirondack Ad Vantage LLC,,90358,4171 State Route 11,,Malone,NY,12953,Franklin,North Country,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/22/2024 12:00:00 AM,Kristopher Charland
OCM-MICR-24-000076,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,04/12/2024 12:00:00 AM,04/12/2024 12:00:00 AM,04/12/2026 12:00:00 AM,OCMMICR-2023-000428,,Adirondack Hemp LLC,,22C69BE9-DEED-43D6-BC07-282B659F8F9A,,,,,,Washington,Capital District,,,https://adkhempfarms.com/,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,,Scott Fish
OCM-PROC-24-000063,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000245,,Adonis Distribution Inc.,,9504AC5F-7857-4959-A442-EBA20AF9ECCB,34 W Fulton St,Units 1a And 2a,Gloversville,NY,12078,Fulton,Mohawk Valley,43.050586,-74.347221,www.adonisny.com,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Joseph Hoenigmann
OCM-MICR-24-000139,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,08/08/2026 12:00:00 AM,OCMMICR-2023-000912,Minority-Owned Business,Aeterna Cannabis LLC,Aeterna,E7C8639C-DBF7-423C-8251-879E4839B3E5,,,,,,Columbia,Capital District,,,aeternacannabis.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,John Ng
OCM-CAURD-24-000163,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,07/12/2026 12:00:00 AM,OCMCAURDP-2023-000121,,AFI & Associates Group LLC,,151224,2371 Central Park Ave,,Yonkers,NY,10710,Westchester,Mid-Hudson,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,08/08/2024 12:00:00 AM,Eduardo Fernandez
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000106,,"AFNY, LLC",,LID219,"57 W 86th St, , Ny",,New York,NY,10024,New York,,40.78611825,-73.97113748,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-MICR-24-000092,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/14/2024 12:00:00 AM,06/14/2024 12:00:00 AM,06/14/2026 12:00:00 AM,OCMMICR-2023-000546,,Agricultural Development Services LLC,,E2FBD444-F781-406E-91B3-54730C53F3D3,,,,,,Wayne,Finger Lakes,,,,Active,Adult-Use Cultivation,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christine Wildman
OCM-MICR-24-000092,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/14/2024 12:00:00 AM,06/14/2024 12:00:00 AM,06/14/2026 12:00:00 AM,OCMMICR-2023-000546,,Agricultural Development Services LLC,,E32607BA-0962-43A6-B9E3-B871C93FDD9A,395 Summit Point Dr Ste 5c,,Henrietta,NY,14467,Monroe,Finger Lakes,43.05567,-77.64989,,Active,"Adult-Use Processing, Adult-Use Distribution",,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Christine Wildman
OCM-CULT-24-000069,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/10/2024 12:00:00 AM,05/10/2024 12:00:00 AM,05/10/2026 12:00:00 AM,OCMCULT-2023-000194,,Ahava Farms LLC,,F2D07EAD-C38E-4A0B-BAB9-A7802593A7E1,,,,,,Chenango,Southern Tier,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,,Moshe Borodkin
OCM-DIST-24-000075,Adult-Use Distributor License,OCMDIST,Active,LICACT,09/20/2024 12:00:00 AM,09/20/2024 12:00:00 AM,09/20/2026 12:00:00 AM,OCMDIST-2023-000207,,Ahava Farms LLC,,14CDEC47-C54E-4601-A101-7F32B8C27561,2008 County Road 24,,New Berlin,NY,13411,Chenango,Southern Tier,42,-75.357104,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Moshe Borodkin
OCM-PROC-24-000064,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000203,,Ahava Farms LLC,,937C6F8A-63A4-4823-AC8F-463D0643D83A,2008 County Road 24,,New Berlin,NY,13411,Chenango,Southern Tier,42.734537,-73.817688,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Moshe Borodkin
OCM-CAURD-24-000152,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,05/31/2024 12:00:00 AM,05/31/2024 12:00:00 AM,05/31/2026 12:00:00 AM,OCMCAURDP-2023-000019,,Air City Cannabis LLC,,132546,1707 Oriskany St W,,Utica,NY,13502,Oneida,Mohawk Valley,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,06/07/2024 12:00:00 AM,Matt Leonardo
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000925,,AJA Cannabis 1010 LLC,,2AED4383-1D60-44E1-AD0B-1783BC8FBE0B,2 S Central Ave,,Spring Valley,NY,10977,Rockland,Mid-Hudson,41.1081,-74.03978,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Matthew Leonardo
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000589,,AJ'S NATIVE WHOLESALE INC,,EE0A14F9-B01C-4666-81FC-F1E4C08F80C2,118 87th St,,Niagara Falls,NY,14304,Niagara,Western NY,43.07786,-78.96366,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,Michael Gawel
OCM-CULT-24-000123,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMCULT-2024-000012,Distressed Farmer,Akron Bloom LLC,,F4943DD8-4F34-4BCE-89C1-636922F5C44A,,,,,,Niagara,Western NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T4,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Jason Abounader
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2024-000007,Distressed Farmer,Akron Bloom LLC,,C50BCF44-5813-4580-A66E-B6905427822C,3868 Lower Mountain Rd,,Lockport,NY,14094,Niagara,Western NY,43.169859,-78.831361,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jason Abounader
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2024-000007,Distressed Farmer,Akron Bloom LLC,,28C30CBF-3668-41FD-8B18-F0C82DE1BD62,7341 Shawnee Rd,,North Tonawanda,NY,14120,Niagara,Western NY,-43.06688,-78.83083,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jason Abounader
OCM-PROC-24-000105,Adult-Use Processor License,OCMPROC,Active,LICACT,09/13/2024 12:00:00 AM,09/13/2024 12:00:00 AM,09/13/2026 12:00:00 AM,OCMPROC-2024-000008,Distressed Farmer,Akron Bloom LLC,,51B087EE-C4DE-43C8-8A00-2DEACCC24C83,3868 Lower Mountain Rd,,Lockport,NY,14094,Niagara,Western NY,43.169859,-78.831361,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jason Abounader
OCM-PROC-24-000105,Adult-Use Processor License,OCMPROC,Active,LICACT,09/13/2024 12:00:00 AM,09/13/2024 12:00:00 AM,09/13/2026 12:00:00 AM,OCMPROC-2024-000008,Distressed Farmer,Akron Bloom LLC,,8CEE6E73-82D8-4DBC-9AB1-EE65E995B6C4,7341 Shawnee Rd,,North Tonawanda,NY,14120,Niagara,Western NY,-43.06688,-78.83083,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jason Abounader
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000001,,Albert D Capraro,,LID161,488 A East Main Street,,Patchogue,NY,11772,Suffolk,,40.76595255,-73.00709092,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001402,,A.L BROADWAY GROCERY CORP.,,8565A60F-B5B9-4846-8F60-0C4F8107D20F,3770 Broadway,,New York,NY,10032,New York,Manhattan,40.790886,-73.974709,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Najeeb Murshed
OCM-PROC-24-000013,Adult-Use Processor License,OCMPROC,Active,LICACT,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,03/26/2026 12:00:00 AM,OCMPROC-2023-000061,,Alchemy Pure LLC,,662AD689-8492-4379-9208-838D0A4F9F2B,2775 West Church St,,Pine Plains,NY,12567,Dutchess,Mid-Hudson,41.9845,73.6658,alchemypure.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Chris Regan
OCM-CAURD-24-000156,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,06/14/2024 12:00:00 AM,06/14/2024 12:00:00 AM,06/14/2026 12:00:00 AM,OCMCAURDP-2024-000038,,A Little Place to Relax LLC,JUST A LITTLE HIGHER MURRAY HILL,148176,698 2nd Ave,,New York,NY,10016,New York,Manhattan,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,06/26/2024 12:00:00 AM,Greg Kornegay
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000104,,All County Exotics LLC,,LID216,1117 Manhattan Ave,,Brooklyn,NY,11222,Kings,,40.7366788,-73.95540039,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-PROC-24-000008,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000001,,ALL IN ONE EXTRACTING & PRODUCT MANUFACTURING LLC,,74F0ADBE-12B5-4879-B822-0D00E1DBED47,401 Duanesburg Rd Bldg 100,,Rotterdam,NY,12306,Schenectady,Capital District,42.78677,-73.99208,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Michael Geraci
OCM-PROC-24-000008,Adult-Use Processor License,OCMPROC,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMPROC-2023-000001,,ALL IN ONE EXTRACTING & PRODUCT MANUFACTURING LLC,,CCEBD75D-A258-490F-B901-6FC1A7CF2996,"9-20 35th Ave, Unit 3e",,Long Island City,NY,11106,Queens,Queens,40.76309,-73.93993,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Michael Geraci
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000462,,Allison Maguire,,948B5BA2-B756-43ED-877E-28B59380ADD7,12 New St,,Saint Johnsville,NY,13452,Montgomery,Mohawk Valley,42.99641,-74.67802,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,,Allison Maguire
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2024-000058,,"All NYC Wireless, LLC",,LID127,6042 Myrtle Ave,,Flushing,NY,11385,Queens,,40.70057905,-73.89651006,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-DIST-24-000009,Adult-Use Distributor License,OCMDIST,Active,LICACT,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,04/23/2026 12:00:00 AM,OCMDIST-2023-000338,,ALLSTATE DISTRO LLC,,EB90D6D0-CE34-4170-BD83-72F6313EB0E5,401 Duanesburg Rd,,Rotterdam,NY,12306,Schenectady,Capital District,42.787216,-73.994052,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Michael Geraci
OCM-DIST-24-000009,Adult-Use Distributor License,OCMDIST,Active,LICACT,04/23/2024 12:00:00 AM,04/23/2024 12:00:00 AM,04/23/2026 12:00:00 AM,OCMDIST-2023-000338,,ALLSTATE DISTRO LLC,,E65C53F3-98DF-4C62-9ACA-D97ECD24C941,920 35th Ave,,Astoria,NY,11106,Queens,Queens,40.760601,-73.930984,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Michael Geraci
OCM-PROC-24-000102,Adult-Use Processor License,OCMPROC,Active,LICACT,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,09/12/2026 12:00:00 AM,OCMPROC-2023-000094,Women-Owned Business,"All That Chocolate, LLC",,8921AF86-8262-459D-AEF0-08F615F8E6F1,2755 27th St Ste A4,,Niagara Falls,NY,14305,Niagara,Western NY,43.1141,-79.02995,www.allthatchocolate.com,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Christine Deluca
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000308,,alpine agronomy LLC,,95D845F8-2515-49AF-94CE-D04EB043C74F,245 Broadway,,Saranac Lake,NY,12983,Franklin,North Country,44.3328317,-74.1391233,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,,Chase Schuyler
OCM-MICR-24-000140,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,08/08/2026 12:00:00 AM,OCMMICR-2023-000892,,ALPS FARM LLC,,C5A62E7A-6295-4872-A17F-E1E631163D76,,,,,,Tioga,Southern Tier,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,Amorim Pereira
OCM-RETL-24-000121,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/10/2024 12:00:00 AM,07/10/2024 12:00:00 AM,07/10/2026 12:00:00 AM,OCMRETL-2023-002012,Service-Disabled Veteran-Owned Business,Altitude NY LLC,,815EA7E2-AC5B-4C0C-9EB8-1D124A5C29FC,750 Saint Nicholas Ave,,New York,NY,10031,New York,Manhattan,40.825783,-73.94316,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Rachel Zorger
OCM-PROC-24-000138,Adult-Use Processor License,OCMPROC,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMPROC-2023-000099,Minority-Owned Business,Altura 9 LLC,,D5363D5C-BA12-458A-98B8-5D0347FED167,133 S Terrace Ave,,Mount Vernon,NY,10550,Westchester,Mid-Hudson,40.90917,-73.85004,https://www.altura9.com/,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Indhira Mojica
OCM-RETL-24-000052,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/16/2024 12:00:00 AM,04/16/2024 12:00:00 AM,04/16/2026 12:00:00 AM,OCMRETL-2023-000407,Women-Owned Business,Alyssa M Renko,,C3BF30C0-C624-45B1-B137-C1A8A80F3352,6041 S Transit Rd,,South Lockport,NY,14094,Niagara,Western NY,43.13027942,-78.69612172,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Alyssa Renko
OCM-RETL-24-000049,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2026 12:00:00 AM,OCMRETL-2023-000293,Minority-Owned Business,Amber Jane LLC,Amber Jane,6B4C6B67-B02B-4156-9C1C-5209ECA0722A,1577 State Route 17b,,White Lake,NY,12786,Sullivan,Mid-Hudson,41.67356,74.837,amberjane.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Stephanie Schuman
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000577,,American Fiber NY LLC,,63B85CB9-206D-4B9E-A9BD-67C834336C22,,,,,,Orange,Mid-Hudson,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Robert O'neill
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000207,,"American Legacy Cannabis Company, LLC",American Legacy,233C907B-DFF3-40A1-B3CA-DE8BC5CAE41B,20 Atwood Avenue,,Colonie,NY,12205,Albany,Capital District,42.75082,-73.868637,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Sherman Stovall
OCM-CULT-24-000080,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,03/25/2026 12:00:00 AM,OCMCULT-2023-000334,Women-Owned Business,AMERICAN SEED AND OIL NY LLC,,C71416D8-B807-47B3-8736-50DD1A059A1F,,,,,,Orange,Mid-Hudson,,,,Active,Adult-Use Cultivation,CCULT_MIXED_T3,,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,John Hopf
OCM-CULT-24-000034,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMCULT-2023-000263,Distressed Farmer,American Weed LLC,,B35B1DDE-2FDA-49E0-8874-6A56AE82731B,,,,,,Oswego,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,David Quinn
OCM-CULT-24-000034,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMCULT-2023-000263,Distressed Farmer,American Weed LLC,,A054B7B0-0E9E-4B09-8E57-B16A3F247643,,,,,,Cayuga,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,David Quinn
OCM-CULT-24-000034,Adult-Use Cultivator License,OCMCULT,Active,LICACT,05/13/2024 12:00:00 AM,05/13/2024 12:00:00 AM,05/13/2026 12:00:00 AM,OCMCULT-2023-000263,Distressed Farmer,American Weed LLC,,0E8A66F9-5959-43A7-AE22-D9D42236195F,,,,,,Oswego,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,David Quinn
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-000822,,AMIDA HOLDINGS CORP,,E457A486-623A-411A-BB29-3CF78FDA8761,117-11-13 Hillside Ave,,Richmond Hill,NY,11418,Queens,Queens,40.70056,-73.83287,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Keith Singh
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000329,,AMP WNY LLC,,4E6A2A60-0BF4-4CF6-A417-FD0DA2C2F17A,,,,,,Niagara,Western NY,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,Angela Pozantides
OCM-CAURD-24-000093,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,03/01/2024 12:00:00 AM,03/01/2024 12:00:00 AM,03/01/2026 12:00:00 AM,OCMCAURDP-2023-000175,,AMSM LLC,,107764,2442 Clinton Street,,Cheektowaga,NY,14224,Erie,Western NY,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,04/06/2024 12:00:00 AM,Gina Miller
OCM-CAURD-23-000033,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,12/06/2023 12:00:00 AM,12/06/2023 12:00:00 AM,12/06/2025 12:00:00 AM,OCMCAURDP-2023-000044,,"AMSTERDAM CANNABIS, INC.",,17179,1451 State Highway 5s,,Amsterdam,NY,12010,Montgomery,Mohawk Valley,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,12/09/2023 12:00:00 AM,Anthony Marcellino
OCM-MICR-24-000053,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,04/16/2024 12:00:00 AM,04/16/2024 12:00:00 AM,04/16/2026 12:00:00 AM,OCMMICR-2023-000352,,Amsterdam Farms LLC,,F043DF2D-C582-45D4-9E48-80AEB187405C,,,,,,Schoharie,Mohawk Valley,,,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,,Alan Amsterdam
